pub_date	title	venue	author	excerpt	citation	paper_url	download_url
2013-01-01	The Maximum Weight Connected Subgraph Problem	M. Jünger and G. Reinelt, Facets of Combinatorial Optimization, pp. 245-270, Springer	E. Alvarez-Miranda, I. Ljubić, P. Mutzel			http://link.springer.com/chapter/10.1007/978-3-642-38189-8_11	publications/UnrootedMWCS-TR.pdf
