pub_date	title	venue	author	excerpt	citation	paper_url	download_url
2017-01-01	Operations Research Proceedings 2015		Editors: Doerner, K., Ljubić, I., Pflug, G., Tragler, G., Springer			http://www.springer.com/la/book/9783319429014	
