pub_date	title	venue	author	excerpt	citation	paper_url	download_url
2004-11-01	Exact and Memetic Algorithms for Two Network Design Problems	Faculty of Computer Science, Vienna University of Technology	Ivana Ljubić				publications/ljubicPhD.pdf
